,company,drivertrain,exterior_color,interior_color,mile,photos,price,review_no,star,subname,title,transmission,vendor,video,year
774,Subaru,4wd,Ice Silver,Slate Black,77350,29,19889,61,5.0,Outback,Subaru Outback 3.6R Limited,6-speed,Atlantic Subaru,1,2015
775,Chevrolet,4wd,Silver,Black,93002,33,24300,46,5.0,Suburban,Chevrolet Suburban 1500 LTZ,6-speed,Mercedes-Benz of Hanover,1,2013
776,Chevrolet,4wd,Tungsten Metallic,Jet Black,22342,28,29000,168,5.0,Silverado,Chevrolet Silverado 1500 LT,6-speed,Prime Buick GMC,1,2015
777,Toyota,4wd,Creme Brulee Mica,Almond,47166,28,29944,23,5.0,Highlander,Toyota Highlander Limited Platinum,6-speed,Land Rover Bedford,1,2015
778,Tesla,rwd,Black,Tan,68695,32,43890,1097,5.0,Model,Tesla Model S Performance,1-speed,Motorwerks BMW,1,2013
779,Chevrolet,4wd,Champagne Silver,Jet Black,18399,29,47998,7,5.0,Tahoe,Chevrolet Tahoe LTZ,6-speed,Walser Polar Mazda,1,2016
780,Nissan,4wd,Brilliant Silver,Black,26668,32,20491,93,5.0,Murano,Nissan Murano SL,6-speed,Motorwerks MINI,1,2014
781,Chevrolet,rwd,Inferno Orange Metallic,Inferno Orange,93209,32,13500,48,5.0,Camaro,Chevrolet Camaro 2LT,6-speed,Gene Messer Chevrolet,1,2012
782,Volkswagen,4wd,Platinum Gray Metallic W/ Black Top,Beige / Brown,4401,32,18500,867,5.0,Beetle,Volkswagen Beetle 1.8T Classic,6-speed,Street Volkswagen Of Amarillo,1,2017
783,Jeep,4wd,Orange,Black,25054,28,19454,8,5.0,Renegade,Jeep Renegade Trailhawk,9-speed,Mike Ward Alfa Romeo and Fiat of South Denver,1,2016
784,Jeep,4wd,Winter White,Gray,122761,23,8750,24,5.0,Commander,Jeep Commander Sport,5-speed,Drive 5280,1,2007
785,Toyota,4wd,White,Black,38128,25,33494,31,5.0,Highlander,Toyota Highlander Limited Platinum,6-speed,Co's BMW Center,1,2015
786,Ford,4wd,Ingot Silver Metallic,Black,19142,29,36870,112,5.0,F-150,Ford F-150 Lariat,6-speed,Marketplace Motors,1,2016
787,Ford,4wd,Red,Beige,22500,27,16495,26,5.0,Fusion,Ford Fusion Hybrid Titanium,6-speed,Firehouse Auto Sales,1,2017
788,Ford,4wd,White,Black,86839,23,20995,65,5.0,Explorer,Ford Explorer Sport,6-speed,Ash Auto Group,1,2013
789,Fisker,4wd,Silver Wind,Black Sand,13175,32,42557,57,5.0,Karma,Fisker Karma EcoSport,1-speed,Luxury Motorsports,1,2012
790,Jaguar,rwd,Ultimate Black,Oyster / Ivory,63010,57,24391,53,5.0,XJ,Jaguar XJ Supercharged,6-speed,Mark Mitsubishi Phoenix,1,2011
791,Hyundai,4wd,Quartz White Pearl,Gray,44216,26,11490,46,5.0,Sonata,Hyundai Sonata,6-speed,Hertz Car Sales Phoenix,1,2017
792,Land,4wd,Black,Black,47024,32,27990,17,5.0,Rover,Land Rover Range Rover Evoque Pure Plus,9-speed,Fairway Auto Sales,1,2015
793,RAM,4wd,Silver,Gray,86556,32,28966,736,5.0,2500,RAM 2500 SLT,6-speed,66 Auto Sales,1,2014
794,Ford,rwd,Torch Red,Light Graphite,66655,30,7499,20,5.0,Mustang,Ford Mustang V6,5-speed,Johnny's Motors Inc.,1,2006
795,Chrysler,rwd,Satin Jade Pearl,Gray,97129,30,4990,44,5.0,300,Chrysler 300 Touring,6-speed,Starfire Auto Inc.,1,2006
796,Jeep,4wd,Deep Cherry Red Crystal Pearlcoat,Dark Slate Gray,70507,26,10750,63,5.0,Compass,Jeep Compass Sport,6-speed,Hertz Car Sales Sacramento,1,2015
797,Ford,4wd,Green Gem Metallic,Ebony,46288,25,26100,27,5.0,Expedition,Ford Expedition XLT,6-speed,Hoblit Motors Ford,1,2016
798,GMC,4wd,Crimson Red Tintcoat,Jet Black,33343,24,40988,58,5.0,Yukon,GMC Yukon SLT,6-speed,Silveira Buick GMC,1,2017
799,Land,4wd,Corris Grey,Ebony,44945,32,29900,12,5.0,Rover,Land Rover Range Rover Evoque PRESTIGE,9-speed,Grand Prix Motors,0,2015
800,GMC,4wd,Summit White,Jet Black,26636,32,21806,10,5.0,Terrain,GMC Terrain Denali,6-speed,Southern Auto Brokers,1,2013
801,Jeep,4wd,Anvil,Black,14965,24,18830,8,5.0,Renegade,Jeep Renegade Latitude,9-speed,Mike Burch Ford Blackshear,1,2017
802,Dodge,4wd,White,Black,24661,32,23997,10,5.0,Challenger,Dodge Challenger R/T Plus,6-speed,Exclusive Auto Wholesale,1,2016
803,Hyundai,4wd,Caribbean Blue,Black,38401,24,14994,7,5.0,Tucson,Hyundai Tucson SE,6-speed,CarHeroes,1,2017
804,Toyota,4wd,Super White,Black,44684,26,11998,28,5.0,Corolla,Toyota Corolla S,6-speed,Hertz Car Sales Charlotte,1,2016
805,Nissan,4wd,Brilliant Silver Metallic,Charcoal,38071,32,21375,73,5.0,Pathfinder,Nissan Pathfinder SV,6-speed,Legacy Nissan,1,2016
806,BMW,rwd,Cashmere Silver Metallic,Taupe,56404,32,13400,201,5.0,128,BMW 128 i,6-speed,CarLotz Greensboro,1,2011
807,Hyundai,4wd,Lakeside Blue,Gray,45148,25,11488,90,5.0,Sonata,Hyundai Sonata,6-speed,Hertz Car Sales Orlando East,1,2017
808,MINI,4wd,Pepper White,Carbon Black,34954,32,19978,37,5.0,Hardtop,MINI Hardtop Cooper,6-speed,Tampa Bay Auto Network,1,2015
809,BMW,4wd,Estoril Blue Metallic,Black,33337,32,28735,112,5.0,335,BMW 335 i xDrive,8-speed,Taggart Cars,1,2015
810,Toyota,4wd,Super White,Black/Caramel,10588,20,32990,387,5.0,Tacoma,Toyota Tacoma Double Cab,6-speed,Auto Wholesale,1,2017
811,Lexus,4wd,Starfire Pearl,Black,53447,32,44000,569,5.0,LX,Lexus LX 570 4WD*DUAL DVD PLAYERS*NAVIGATION*MOONROOF*FRESH TRADE IN*,6-speed,Sarasota Ford,1,2014
812,Chevrolet,4wd,Champagne Silver,Jet Black,38348,24,15578,83,5.0,Equinox,Chevrolet Equinox 1LT,6-speed,"Tony Brown Chevrolet, Inc",1,2015
813,Hyundai,rwd,Casablanca White,Black,40519,20,14500,41,5.0,Genesis,Hyundai Genesis Coupe 3.8 R-Spec,6-speed,Wolfchase Hyundai,1,2013
814,RAM,rwd,Bright White Clearcoat,Diesel Gray / Black,25374,20,21500,41,5.0,1500,RAM 1500 SLT,8-speed,Wolfchase Hyundai,1,2017
815,Lexus,4wd,Fire Agate Pearl,Parchment,25395,32,24980,65,5.0,ES,Lexus ES 350,6-speed,Auto Universe,1,2014
816,INFINITI,4wd,Liquid Platinum,Brown,66028,32,20995,25,5.0,JX35,INFINITI JX35 Base,6-speed,Bill Hood Chevrolet,1,2013
817,Hummer,4wd,Gold,Ebony,91613,21,11990,9,5.0,H3,Hummer H3 H3X,5-speed,"Wholesale Auto Group, Inc.",1,2007
818,Lexus,4wd,Nebula Gray Pearl,Black,54536,22,27455,49,5.0,RX,Lexus RX 350,6-speed,Bob Poynter GM,1,2015
819,Ford,rwd,Black,GREY,101000,22,16995,6,5.0,F-150,Ford F-150 XL,6-speed,MotorTime Auto Sales,1,2014
820,Jeep,4wd,Billet Silver Metallic Clearcoat,Black,8032,25,26500,20,5.0,Wrangler,Jeep Wrangler Unlimited Sport,5-speed,Kings Chrysler Jeep Dodge RAM,1,2016
821,Ford,4wd,Ingot Silver Metallic,Charcoal Black,31529,24,18190,8,5.0,Taurus,Ford Taurus Limited,6-speed,Auffenberg Chrysler of Herrin,1,2016
822,INFINITI,rwd,Platinum Graphite,Graphite,73059,32,33768,32,5.0,QX80,INFINITI QX80 Base,7-speed,Performance Dodge Chrysler Jeep RAM,1,2014
823,Ford,4wd,White,Black,29332,30,13690,290,5.0,Fusion,Ford Fusion SE,6-speed,Evolution Autos,1,2015
824,Chevrolet,4wd,Red Metallic,Cocoa,23933,32,14677,53,5.0,Malibu,Chevrolet Malibu Limited LT,6-speed,Greg Hubler Chevrolet,1,2016
825,Toyota,4wd,Silver Metallic,Ivory,160255,32,5888,94,5.0,Highlander,Toyota Highlander Limited,4-speed,Checkered Flag Auto Outlet,1,2002
826,Chevrolet,rwd,Sheer Silver Metallic,Medium Pewter,104585,21,19208,53,5.0,Express,Chevrolet Express 1500 YF7 Upfitter,4-speed,Ed Martin Chrysler Dodge Jeep RAM,1,2011
827,GMC,4wd,Steel Gray Metallic,Ebony,303016,21,6987,18,5.0,Yukon,GMC Yukon SLT,4-speed,Chuck Nicholson Auto Superstore,1,2007
828,Jeep,4wd,Mineral Gray Clearcoat Metallic,Medium Slate Gray,123036,20,6990,34,5.0,Grand,Jeep Grand Cherokee Laredo,6-speed,Jack Schmitt Chevrolet Wood River,1,2007
829,Honda,4wd,Sliver,Gray,168731,24,3995,33,5.0,Pilot,Honda Pilot EX,6-speed,JNM Automotive Sales,1,2003
830,BMW,4wd,Jet Black,Black,36318,30,25950,65,5.0,X3,BMW X3 xDrive28i,8-speed,Luxury Sports & Imports,1,2015
831,Mercedes-Benz,rwd,Pearl Silver Metallic,Black,57345,32,36975,24,5.0,Sprinter,Mercedes-Benz Sprinter High Roof,6-speed,Mercedes-Benz of Fort Wayne,1,2014
832,Chevrolet,4wd,Summit White,Jet Black,39587,32,23900,168,5.0,Silverado,Chevrolet Silverado 1500 LT,6-speed,Sarchione Auto Sales,1,2014
833,Kia,4wd,Snow White Pearl,Beige,21158,37,14995,57,5.0,Optima,Kia Optima EX,6-speed,Ron Marhofer Chevrolet,1,2015
834,Ford,4wd,Oxford White,Medium Light Stone,74861,35,11700,57,5.0,Escape,Ford Escape SEL,6-speed,Ron Marhofer Chevrolet,1,2013
835,Hyundai,4wd,Quartz White Pearl,Gray,39677,32,10885,41,5.0,Elantra,Hyundai Elantra SE,6-speed,Carena Motors,1,2016
836,Cadillac,4wd,Black Raven,Jet Black,42807,32,50775,11,5.0,Escalade,Cadillac Escalade Luxury,8-speed,Wiers Chevrolet - Cadillac - GMC,1,2016
837,Ford,4wd,Oxford White,Charcoal Black,42390,31,14600,8,5.0,Fusion,Ford Fusion Titanium,6-speed,Leikin Volvo Cars Cleveland,1,2013
838,Cadillac,4wd,Phantom Gray Metallic,Jet Black,27026,32,27511,82,5.0,CTS,Cadillac CTS 3.6L Luxury,6-speed,Faulkner Cadillac,1,2014
839,Mazda,4wd,Graphite Mica,Black,137068,27,6595,31,5.0,Mazda3,Mazda Mazda3 i Touring,6-speed,Grass Lake Chevrolet,1,2013
840,Honda,4wd,Crystal Black Pearl,Black,35707,25,17900,726,5.0,CR-V,Honda CR-V LX,6-speed,Continental Honda,0,2015
841,Ford,4wd,Sterling Gray Metallic,Charcoal Black,70601,21,6933,1324,5.0,Focus,Ford Focus SE,6-speed,Continental Nissan,0,2012
842,Nissan,4wd,Black,Charcoal,13005,32,28983,14,5.0,Pathfinder,Nissan Pathfinder SL,6-speed,Zeigler Pre-Owned of Chicago,1,2017
843,Audi,4wd,Ibis White,Black,6403,55,43000,63,5.0,A4,Audi A4 allroad 2.0T Premium quattro,6-speed,Napleton's Aston Martin of Chicago,1,2017
844,Toyota,4wd,Alumina Jade Metallic,Almond,9873,32,37335,576,5.0,Highlander,Toyota Highlander Limited,8-speed,Fox Ford Lincoln,1,2017
845,GMC,4wd,Blue,Jet Black,32269,32,20790,810,5.0,Terrain,GMC Terrain SLT-1,6-speed,The Sunbury Motor Company,1,2015
846,Subaru,4wd,Tangerine Orange Pearl,Black,32723,28,18994,810,5.0,XV,Subaru XV Crosstrek 2.0i Limited,6-speed,The Sunbury Motor Company,1,2015
847,MINI,4wd,Cosmic Blue Metallic,Polar Beige,34551,28,22995,8,5.0,Countryman,MINI Countryman Cooper S,6-speed,MINI of Mt. Laurel,1,2015
848,MINI,4wd,Iced Chocolate Metallic,Carbon Black,22008,29,19494,8,5.0,Hardtop,MINI Hardtop Cooper S,6-speed,MINI of Mt. Laurel,1,2015
849,MINI,4wd,British Racing Green Metallic,Carbon Black,21850,26,16620,8,5.0,Hardtop,MINI Hardtop Cooper,6-speed,MINI of Mt. Laurel,1,2015
850,Ford,4wd,Oxford White,Medium Light Stone,60680,32,20000,1102,5.0,Explorer,Ford Explorer Base,6-speed,Wickstrom Auto Group,1,2015
851,Ford,4wd,Ruby Red Metallic Tinted Clearcoat,Charcoal Black,30004,32,31800,1102,5.0,Explorer,Ford Explorer Sport,6-speed,Wickstrom Auto Group,1,2015
852,Jeep,4wd,Granite Crystal Clearcoat Metallic,Black,44441,32,29000,1102,5.0,Grand,Jeep Grand Cherokee Overland,8-speed,Wickstrom Auto Group,1,2015
853,Nissan,4wd,Gun Metallic,Black,16486,27,36871,203,5.0,Titan,Nissan Titan XD PRO-4X,6-speed,Alexander Nissan,1,2016
854,Mazda,4wd,Crystal White Pearl Mica,Black,81183,23,15224,8,5.0,CX-5,Mazda CX-5 Grand Touring,6-speed,Paul Brown Chevrolet,1,2013
855,Ford,4wd,White,Black,94141,32,14995,24,5.0,Flex,Ford Flex Limited,6-speed,Dash Motorworks,1,2013
856,Jeep,4wd,True Blue Pearlcoat,Black,27119,27,24740,74,5.0,Grand,Jeep Grand Cherokee Laredo,8-speed,Preferred Chrysler Dodge Jeep Ram of Grand Haven,1,2017
857,RAM,rwd,Gray,Diesel Gray / Black,25749,32,25442,8,5.0,1500,RAM 1500 Big Horn,8-speed,Hoyte Chrysler Durant,1,2017
858,Ford,4wd,Shadow Black,Charcoal Black,27873,30,14517,1241,5.0,Escape,Ford Escape S,6-speed,Dick Smith Ford,0,2016
859,Nissan,4wd,Gun Metallic,Charcoal,29906,23,20000,1256,5.0,Rogue,Nissan Rogue SL,6-speed,Trophy Nissan,0,2015
860,Jaguar,rwd,Stratus Grey,Red Zone / Charcoal,17064,32,49925,23,5.0,XK,Jaguar XK XKR,6-speed,Jaguar Buffalo,0,2014
861,Toyota,rwd,Gray,Black,10862,24,29999,2396,5.0,4Runner,Toyota 4Runner SR5,5-speed,Park Place Lexus Plano,1,2016
862,Lexus,rwd,Fire Agate Pearl,Black,56401,26,22988,75,5.0,GS,Lexus GS 350,6-speed,Sewell Lexus of Dallas,0,2013
863,Mercedes-Benz,4wd,Black,Black,50378,22,25999,43,5.0,C,Mercedes-Benz C 400 4MATIC,7-speed,Brooklyn Auto Sales,1,2015
864,Land,4wd,Causeway Grey,Ebony / Lunar / Cirrus,32859,32,49986,539,5.0,Rover,Land Rover Range Rover Sport Supercharged HSE,8-speed,Audi Meadowlands,1,2015
865,Nissan,4wd,Gun Metallic,Black,42401,32,18981,41,5.0,Maxima,Nissan Maxima 3.5 Platinum,continuously,Showroom Auto Sales,0,2017
866,Toyota,4wd,Blue,Steel Gray,31966,30,10999,1544,5.0,Corolla,Toyota Corolla LE,6-speed,Hillside Automall,1,2016
867,Chevrolet,4wd,White,Jet Black,34207,32,14950,1544,5.0,Impala,Chevrolet Impala 1LT,6-speed,Hillside Automall,1,2017
868,Jeep,4wd,Gray,Dark Slate Gray,28953,32,13999,1544,5.0,Patriot,Jeep Patriot Limited,6-speed,Hillside Automall,1,2014
869,Volkswagen,4wd,Blue,Cornsilk,43876,32,8999,1544,5.0,Jetta,Volkswagen Jetta Auto SE PZEV,6-speed,Hillside Automall,1,2015
870,Toyota,4wd,Black,Black,57114,24,17999,1544,5.0,RAV4,Toyota RAV4 XLE,6-speed,Hillside Automall,1,2017
871,Toyota,4wd,Blue,Ash,47515,32,26495,1544,5.0,Highlander,Toyota Highlander XLE,6-speed,Hillside Automall,1,2016
872,Honda,4wd,Blue,Beige,50644,32,9999,1544,5.0,Civic,Honda Civic LX,6-speed,Hillside Automall,1,2014
873,Ford,4wd,Red,Charcoal Black,28553,32,19800,60,5.0,Edge,Ford Edge SEL,6-speed,Richardson Ford Inc.,1,2014
874,Cadillac,4wd,Silver,Black,40110,32,20400,7,5.0,SRX,Cadillac SRX Luxury Collection,6-speed,Super Auto Land,1,2015
875,Lexus,4wd,Satin Cashmere Metallic,Parchment,58677,32,16950,68,5.0,GS,Lexus GS 350 Base,6-speed,Lexus of Madison,1,2011
876,Mercedes-Benz,4wd,Black,Black,80614,32,16500,68,5.0,E,Mercedes-Benz E 350 4MATIC,7-speed,Lexus of Madison,1,2013
877,Ford,rwd,Oxford White,Ebony,1799,23,28376,119,5.0,Mustang,Ford Mustang GT,6-speed,Friendly Ford,0,2016
878,Volkswagen,4wd,Deep Black Metallic,Titan Black,120088,32,8984,8,5.0,Jetta,Volkswagen Jetta GLI Autobahn,6-speed,Geneva Foreign & Sports,1,2012
879,Jeep,4wd,Maximum Steel,Gray,32991,24,14800,19,5.0,Patriot,Jeep Patriot Latitude,6-speed,Reed Chrysler Sales,1,2015
880,Jeep,4wd,Billet Silver Metallic Clearcoat,Black,22482,32,22000,89,5.0,Cherokee,Jeep Cherokee Limited,9-speed,Novak Motors,1,2015
881,Volkswagen,4wd,Pure White,Black Anthracite,11367,32,38399,99,5.0,Touareg,Volkswagen Touareg V6 Wolfsburg Edition,8-speed,Curran Volkswagen,1,2017
882,Jeep,4wd,Black Clearcoat,Dark Slate Gray,20578,25,15973,99,5.0,Compass,Jeep Compass Latitude,6-speed,"Reymore Chevrolet Sales, Inc.",1,2015
883,GMC,4wd,White Diamond Tri-Coat,Dark Cashmere,39935,32,28588,553,5.0,Acadia,GMC Acadia Denali,6-speed,Richard Chevrolet,1,2015
884,Toyota,4wd,Titanium Metallic,Dark Charcoal,105000,26,16500,29,5.0,FJ,Toyota FJ Cruiser,5-speed,Stanley Chrysler Dodge Jeep - Brownwood,1,2008
885,Jeep,4wd,Diamond Black,Black,15191,32,28000,42,5.0,Grand,Jeep Grand Cherokee Laredo,8-speed,Rochester Mazda,1,2018
886,Nissan,4wd,Smoke,Gray,128300,32,16495,67,5.0,Armada,Nissan Armada Platinum,5-speed,Walt's Motors,1,2012
887,Jeep,4wd,Black,Medium Slate Gray,106977,24,8700,10,5.0,Grand,Jeep Grand Cherokee Limited,6-speed,Velocity Auto Sales,1,2005
888,Lexus,4wd,Silver,Gray,130002,32,15998,81,5.0,RX,Lexus RX 450h AWD 4dr Hybrid,cvt,Import Auto Sales,1,2011
889,GMC,4wd,Black Cherry Metallic,Cocoa,24201,32,57522,6,5.0,Yukon,GMC Yukon Denali,8-speed,Stevens 5 Star Car & Truck Center,1,2017
890,Toyota,4wd,Gray,Black,9706,25,38994,31,5.0,4Runner,Toyota 4Runner Limited,5-speed,Co's BMW Center,1,2017
891,INFINITI,4wd,Graphite Shadow,Wheat,17299,27,45887,6,5.0,QX80,INFINITI QX80,7-speed,Fiat of Scottsdale and Alfa Romeo,1,2017
892,Chevrolet,rwd,Imperial Blue Metallic,Black,73274,26,16490,9,5.0,Camaro,Chevrolet Camaro 1SS,6-speed,Hertz Car Sales Scottsdale,1,2012
893,Ford,4wd,White,Black,29123,32,33557,57,5.0,F-150,Ford F-150 Lariat,6-speed,Luxury Motorsports,1,2015
894,Mitsubishi,4wd,Starlight Silver,Black,19418,39,8991,53,5.0,Mirage,Mitsubishi Mirage ES,6-speed,Mark Mitsubishi Phoenix,1,2017
895,Dodge,rwd,Brilliant Black Crystal Pearl,Black,58574,32,17999,941,5.0,Charger,Dodge Charger R/T,5-speed,Reliable Auto Sales,1,2011
896,Cadillac,rwd,Crystal White,Jet Black,4559,21,68899,44,5.0,Escalade,Cadillac Escalade Standard,1-speed,De La Fuente Cadillac,1,2018
897,Audi,4wd,Midnight Black,Black,45021,27,34964,90,5.0,Q7,Audi Q7 3.0T Premium Plus,8-speed,Audi Fremont,1,2015
898,Honda,4wd,White Orchid Pearl,Ivory,18865,20,22451,396,5.0,Accord,Honda Accord Hybrid EX-L,6-speed,Anderson Honda,1,2015
899,Subaru,4wd,Ice Silver Metallic,Black,25417,30,21877,64,5.0,Crosstrek,Subaru Crosstrek 2.0i Premium,lineartronic,Dewey Griffin,1,2017
900,Toyota,4wd,Magnetic Gray Metallic,Black,55546,32,33123,7,5.0,4Runner,Toyota 4Runner Limited,5-speed,Cole's Automotive Group,1,2015
901,Ford,4wd,Silver,Charcoal,30378,30,18975,28,5.0,Transit,Ford Transit Connect XLT w/Rear Liftgate,6-speed,"Cook County Ford, Inc.",0,2016
902,Chevrolet,4wd,Black,Jet Black,77275,20,38691,28,5.0,Suburban,Chevrolet Suburban 1500 LTZ,6-speed,Wilson Chevrolet,1,2015
903,Honda,4wd,Crystal Black Pearl,Black,60677,26,15777,50,5.0,CR-V,Honda CR-V EX-L,5-speed,DARCARS Westside Pre-Owned,1,2013
904,Toyota,4wd,Black,Dark Gray,40066,24,17495,1412,5.0,Prius,Toyota Prius v Five,6-speed,Subaru of Jacksonville,1,2014
905,Audi,4wd,Misano Red Pearl,Black / Silver,17750,32,35911,33,5.0,S5,Audi S5 3.0T Premium Plus quattro,7-speed,Hendrick Porsche,1,2015
906,Porsche,4wd,Sand White,Chestnut / Black,80560,32,25500,23,5.0,Cayenne,Porsche Cayenne Turbo,6-speed,Alexander Automotive Downtown Franklin,1,2009
907,Ford,4wd,Shadow Black,Ebony Black,77509,32,24800,23,5.0,Explorer,Ford Explorer XLT,6-speed,Alexander Automotive Downtown Franklin,1,2017
908,Toyota,4wd,Black,Tan,78796,21,11900,21,5.0,RAV4,Toyota RAV4 Base,4-speed,"The Auto Centre, Inc",1,2012
909,Mazda,4wd,Ceramic Metallic,Black,5129,28,19894,788,5.0,CX-3,Mazda CX-3 Touring,6-speed,Cory Fairbanks Mazda,1,2017
910,Volkswagen,4wd,Tornado Red,Titan Black,40164,32,16300,201,5.0,Golf,Volkswagen Golf GTI AUTOBAHN,6-speed,CarLotz Greensboro,1,2015
911,MINI,4wd,Midnight Black Metallic,Carbon Black,2054,30,24900,15,5.0,Hardtop,MINI Hardtop Cooper S,6-speed,Mini of Wesley Chapel,1,2017
912,Mazda,4wd,Blue Reflex Mica,Almond,31625,25,16588,26,5.0,Mazda6,Mazda Mazda6 i Grand Touring,6-speed,Smart Cars By Wieland,1,2014
913,BMW,4wd,Titanium Silver Metallic,Black,96941,32,17595,445,5.0,X5,BMW X5 xDrive35i Premium,8-speed,Performance Automall,0,2013
914,Honda,4wd,Crimson Pearl,Beige,28361,32,14700,49,5.0,Civic,Honda Civic EX,6-speed,Gates Honda,1,2015
915,Mercedes-Benz,rwd,Black,Ash,43373,32,19995,178,5.0,SL550,Mercedes-Benz SL550 Roadster,7-speed,Bluewater Motorsports,1,2007
916,Ford,4wd,Ingot Silver,Charcoal Black,70027,32,15258,6,5.0,Fusion,Ford Fusion Titanium,6-speed,Pine Belt Chevrolet,1,2015
917,Audi,4wd,Scuba Blue Metallic,Gray,99970,32,15900,19,5.0,Q5,Audi Q5 2.0T Premium Plus quattro,8-speed,Capital Chevrolet,1,2013
918,Mercedes-Benz,4wd,Black,Espresso Brown/Black,48749,27,24449,8,5.0,E,Mercedes-Benz E 350,7-speed,Don Franklin Nissan,1,2014
919,Cadillac,4wd,Brown,Tan,31008,24,25998,6,5.0,SRX,Cadillac SRX Luxury Collection,6-speed,CarMax Memphis,1,2015
920,Nissan,4wd,Gray,Black,12967,21,15998,6,5.0,Altima,Nissan Altima 2.5 SL,1-speed,CarMax Memphis,1,2015
921,Toyota,4wd,Black,Gray,62665,28,21550,65,5.0,Sienna,Toyota Sienna XLE,6-speed,Auto Universe,1,2014
922,Honda,4wd,Gray,Black,88240,32,18750,65,5.0,Pilot,Honda Pilot Touring,5-speed,Auto Universe,1,2012
923,Nissan,4wd,Cayenne Red,Charcoal,24704,31,13800,28,5.0,Altima,Nissan Altima 2.5 S,6-speed,Coyle Nissan,1,2015
924,Chevrolet,4wd,White,Black,204771,28,7989,25,5.0,Equinox,Chevrolet Equinox 2LT,6-speed,Bill Hood Chevrolet,1,2013
925,Honda,4wd,Basque Red Pearl Ii,Gray,33820,32,19991,18,5.0,CR-V,Honda CR-V EX-L,5-speed,Volvo Cars of Midlothian,1,2014
926,Toyota,4wd,Super White,Graphite,64342,30,21838,53,5.0,Tacoma,Toyota Tacoma Base,5-speed,Ed Martin Chrysler Dodge Jeep RAM,1,2012
927,BMW,rwd,Glacier Silver Metallic,Terra,42781,43,29000,21,5.0,M235,BMW M235 i,8-speed,BMW of Little Rock,1,2015
928,Jeep,4wd,Green,Dark Slate Gray / Medium Slate Gray,116348,25,17495,187,5.0,Wrangler,Jeep Wrangler Unlimited Rubicon,4-speed,Absolute Auto Sales,1,2010
929,Chevrolet,4wd,Summit White,Light Cashmere,254158,23,10990,10,5.0,Suburban,Chevrolet Suburban LS,6-speed,Adams Auto Group,1,2011
930,Chevrolet,4wd,Black Granite Metallic,Ebony,42301,20,24995,114,5.0,Traverse,Chevrolet Traverse LTZ,6-speed,BOWSER CADILLAC L.L.C.,1,2014
931,Porsche,4wd,Black,Black,33941,32,75777,37,5.0,911,Porsche 911 Carrera,7-speed,Intersport Performance Auto Sales,1,2013
932,Hyundai,4wd,Ultra Black,Black,74824,21,7995,31,5.0,Veloster,Hyundai Veloster Base,6-speed,Virginia Auto Trader Co.,1,2012
933,Mercedes-Benz,4wd,Iridium Silver Metallic,Almond / Black,54511,20,17785,44,5.0,GLK,Mercedes-Benz GLK 350 4MATIC,7-speed,Cherner Brothers Auto Brokers,1,2012
934,Audi,4wd,Maya Brown Metallic,Black,44821,20,28498,44,5.0,Q5,Audi Q5 3.0T Prestige quattro,8-speed,Cherner Brothers Auto Brokers,1,2014
935,Lexus,4wd,Red,Tan,26107,27,23400,47,5.0,IS,Lexus IS 250 Base,6-speed,Axelrod Auto Outlet Inc,1,2014
936,Toyota,4wd,Blizzard,Gray,26788,30,30000,47,5.0,Highlander,Toyota Highlander XLE,6-speed,Axelrod Auto Outlet Inc,1,2015
937,Ford,4wd,Ingot Silver,Medium Light Stone,37308,20,14634,24,5.0,Escape,Ford Escape SE,6-speed,Morgan GMC Buick - Shreveport,1,2015
938,Mercedes-Benz,rwd,Black,Black,21956,21,39900,24,5.0,E,Mercedes-Benz E 350,7-speed,Isringhausen Imports,0,2014
939,Chevrolet,4wd,Black,Gray,128289,28,2200,559,5.0,Cobalt,Chevrolet Cobalt LS,5-speed,Lambert Buick GMC,1,2009
940,Kia,4wd,Satin Metal,Beige,51032,32,15967,330,5.0,Cadenza,Kia Cadenza Premium,6-speed,HAUS AUTO GROUP,1,2014
941,Cadillac,4wd,Black Diamond Tri-Coat,Jet Black,34281,26,17784,217,5.0,ATS,Cadillac ATS 2.0L Turbo,6-speed,Preston Ford Lincoln Hyundai Mazda Nissan,1,2014
942,Chrysler,4wd,Billet Silver Metallic Clearcoat,Black,18855,22,26995,46,5.0,300C,Chrysler 300C Platinum,8-speed,R&B Car Company Warsaw,1,2017
943,Ford,4wd,White,Black,46026,31,11995,8,5.0,Explorer,Ford Explorer XLT,5-speed,Baseline 4x4 Outfitters Automotive Group,1,2010
944,Chevrolet,4wd,Gray,Jet Black,22753,32,13804,114,5.0,Malibu,Chevrolet Malibu 1LT,6-speed,Car Smart Automotive,1,2015
945,BMW,4wd,Silver,Black,16769,24,36998,7,5.0,328d,BMW 328d xDrive,8-speed,CarMax White Marsh,1,2016
946,BMW,4wd,White,Tan,10409,24,50998,7,5.0,M4,BMW M4,rwd,CarMax White Marsh,1,2015
947,Hyundai,4wd,Gray,Gray,16685,22,16598,7,5.0,Sonata,Hyundai Sonata Sport,6-speed,CarMax White Marsh,1,2015
948,Ford,4wd,Green,Tan,41540,26,23998,7,5.0,Explorer,Ford Explorer XLT,6-speed,CarMax White Marsh,1,2015
949,Nissan,4wd,Red,Black,4030,22,16998,7,5.0,Altima,Nissan Altima 2.5 SL,1-speed,CarMax White Marsh,1,2016
