법정동코드,법정동명
29110103,광주광역시 동구 충장로5가
29110104,광주광역시 동구 수기동
29110105,광주광역시 동구 대의동
29110106,광주광역시 동구 궁동
29110107,광주광역시 동구 장동
29110108,광주광역시 동구 동명동
29110109,광주광역시 동구 계림동
29110110,광주광역시 동구 산수동
29110111,광주광역시 동구 지산동
29110112,광주광역시 동구 남동
29110113,광주광역시 동구 광산동
29110114,광주광역시 동구 금동
29110115,광주광역시 동구 호남동
29110116,광주광역시 동구 불로동
29110117,광주광역시 동구 황금동
29110118,광주광역시 동구 서석동
29110119,광주광역시 동구 소태동
29110120,광주광역시 동구 용연동
29110121,광주광역시 동구 운림동
29110122,광주광역시 동구 학동
29110123,광주광역시 동구 월남동
29110124,광주광역시 동구 선교동
29110125,광주광역시 동구 내남동
29110126,광주광역시 동구 용산동
29110127,광주광역시 동구 충장로1가
29110128,광주광역시 동구 충장로2가
29110129,광주광역시 동구 충장로3가
29110130,광주광역시 동구 충장로4가
29110131,광주광역시 동구 금남로1가
29110132,광주광역시 동구 금남로2가
29110133,광주광역시 동구 금남로3가
29110134,광주광역시 동구 금남로4가
29140104,광주광역시 서구 양동
29140106,광주광역시 서구 농성동
29140115,광주광역시 서구 광천동
29140116,광주광역시 서구 유촌동
29140117,광주광역시 서구 덕흥동
29140118,광주광역시 서구 쌍촌동
29140119,광주광역시 서구 화정동
29140120,광주광역시 서구 치평동
29140121,광주광역시 서구 내방동
29140125,광주광역시 서구 서창동
29140126,광주광역시 서구 세하동
29140127,광주광역시 서구 용두동
29140128,광주광역시 서구 풍암동
29140129,광주광역시 서구 벽진동
29140130,광주광역시 서구 금호동
29140131,광주광역시 서구 마륵동
29140132,광주광역시 서구 매월동
29140133,광주광역시 서구 동천동
29155101,광주광역시 남구 사동
29155102,광주광역시 남구 구동
29155103,광주광역시 남구 서동
29155104,광주광역시 남구 월산동
29155105,광주광역시 남구 백운동
29155106,광주광역시 남구 주월동
29155107,광주광역시 남구 노대동
29155108,광주광역시 남구 진월동
29155109,광주광역시 남구 덕남동
29155110,광주광역시 남구 행암동
29155111,광주광역시 남구 임암동
29155112,광주광역시 남구 송하동
29155113,광주광역시 남구 양림동
29155114,광주광역시 남구 방림동
29155115,광주광역시 남구 봉선동
29155116,광주광역시 남구 구소동
29155117,광주광역시 남구 양촌동
29155118,광주광역시 남구 도금동
29155119,광주광역시 남구 승촌동
29155120,광주광역시 남구 지석동
29155121,광주광역시 남구 압촌동
29155122,광주광역시 남구 화장동
29155123,광주광역시 남구 칠석동
29155124,광주광역시 남구 석정동
29155125,광주광역시 남구 신장동
29155126,광주광역시 남구 양과동
29155127,광주광역시 남구 이장동
29155128,광주광역시 남구 대지동
29155129,광주광역시 남구 원산동
29155130,광주광역시 남구 월성동
29170101,광주광역시 북구 중흥동
29170102,광주광역시 북구 유동
29170103,광주광역시 북구 누문동
29170104,광주광역시 북구 북동
29170105,광주광역시 북구 임동
29170106,광주광역시 북구 신안동
29170107,광주광역시 북구 용봉동
29170108,광주광역시 북구 동림동
29170109,광주광역시 북구 운암동
29170110,광주광역시 북구 우산동
29170111,광주광역시 북구 풍향동
29170112,광주광역시 북구 문흥동
29170113,광주광역시 북구 각화동
29170114,광주광역시 북구 두암동
29170115,광주광역시 북구 오치동
29170116,광주광역시 북구 삼각동
29170117,광주광역시 북구 매곡동
29170118,광주광역시 북구 충효동
29170119,광주광역시 북구 덕의동
29170120,광주광역시 북구 금곡동
29170121,광주광역시 북구 망월동
29170122,광주광역시 북구 청풍동
29170123,광주광역시 북구 화암동
29170124,광주광역시 북구 장등동
29170125,광주광역시 북구 운정동
29170126,광주광역시 북구 본촌동
29170127,광주광역시 북구 일곡동
29170128,광주광역시 북구 양산동
29170129,광주광역시 북구 연제동
29170130,광주광역시 북구 신용동
29170131,광주광역시 북구 용두동
29170132,광주광역시 북구 지야동
29170133,광주광역시 북구 태령동
29170134,광주광역시 북구 수곡동
29170135,광주광역시 북구 효령동
29170136,광주광역시 북구 용전동
29170137,광주광역시 북구 용강동
29170138,광주광역시 북구 생용동
29170139,광주광역시 북구 월출동
29170140,광주광역시 북구 대촌동
29170141,광주광역시 북구 오룡동
29200101,광주광역시 광산구 송정동
29200102,광주광역시 광산구 도산동
29200103,광주광역시 광산구 도호동
29200104,광주광역시 광산구 신촌동
29200105,광주광역시 광산구 서봉동
29200106,광주광역시 광산구 운수동
29200107,광주광역시 광산구 선암동
29200108,광주광역시 광산구 소촌동
29200109,광주광역시 광산구 우산동
29200110,광주광역시 광산구 황룡동
29200111,광주광역시 광산구 박호동
29200112,광주광역시 광산구 비아동
29200113,광주광역시 광산구 도천동
29200114,광주광역시 광산구 수완동
29200115,광주광역시 광산구 월계동
29200116,광주광역시 광산구 쌍암동
29200117,광주광역시 광산구 산월동
29200118,광주광역시 광산구 신창동
29200119,광주광역시 광산구 신가동
29200120,광주광역시 광산구 운남동
29200121,광주광역시 광산구 안청동
29200122,광주광역시 광산구 진곡동
29200123,광주광역시 광산구 장덕동
29200124,광주광역시 광산구 흑석동
29200125,광주광역시 광산구 하남동
29200126,광주광역시 광산구 장수동
29200127,광주광역시 광산구 산정동
29200128,광주광역시 광산구 월곡동
29200129,광주광역시 광산구 등임동
29200130,광주광역시 광산구 산막동
29200131,광주광역시 광산구 고룡동
29200132,광주광역시 광산구 신룡동
29200133,광주광역시 광산구 두정동
29200134,광주광역시 광산구 임곡동
29200135,광주광역시 광산구 광산동
29200136,광주광역시 광산구 오산동
29200137,광주광역시 광산구 사호동
29200138,광주광역시 광산구 하산동
29200139,광주광역시 광산구 유계동
29200140,광주광역시 광산구 본덕동
29200141,광주광역시 광산구 용봉동
29200142,광주광역시 광산구 요기동
29200143,광주광역시 광산구 복룡동
29200144,광주광역시 광산구 송대동
29200145,광주광역시 광산구 옥동
29200146,광주광역시 광산구 월전동
29200147,광주광역시 광산구 장록동
29200148,광주광역시 광산구 송촌동
29200149,광주광역시 광산구 지죽동
29200150,광주광역시 광산구 용동
29200151,광주광역시 광산구 용곡동
29200152,광주광역시 광산구 지정동
29200153,광주광역시 광산구 명화동
29200154,광주광역시 광산구 동산동
29200155,광주광역시 광산구 연산동
29200156,광주광역시 광산구 도덕동
29200157,광주광역시 광산구 송산동
29200158,광주광역시 광산구 지평동
29200159,광주광역시 광산구 오운동
29200160,광주광역시 광산구 삼거동
29200161,광주광역시 광산구 양동
29200162,광주광역시 광산구 내산동
29200163,광주광역시 광산구 대산동
29200164,광주광역시 광산구 송학동
29200165,광주광역시 광산구 신동
29200166,광주광역시 광산구 삼도동
29200167,광주광역시 광산구 남산동
29200168,광주광역시 광산구 송치동
29200169,광주광역시 광산구 산수동
29200170,광주광역시 광산구 선동
29200171,광주광역시 광산구 지산동
29200172,광주광역시 광산구 왕동
29200173,광주광역시 광산구 북산동
29200174,광주광역시 광산구 명도동
29200175,광주광역시 광산구 동호동
29200176,광주광역시 광산구 덕림동
29200177,광주광역시 광산구 양산동
29200178,광주광역시 광산구 동림동
29200202,광주광역시 광산구 오선동
30110101,대전광역시 동구 원동
30110102,대전광역시 동구 인동
30110103,대전광역시 동구 효동
30110104,대전광역시 동구 천동
30110105,대전광역시 동구 가오동
30110106,대전광역시 동구 신흥동
30110107,대전광역시 동구 판암동
30110108,대전광역시 동구 삼정동
30110109,대전광역시 동구 용운동
30110110,대전광역시 동구 대동
30110111,대전광역시 동구 자양동
30110112,대전광역시 동구 신안동
30110113,대전광역시 동구 소제동
30110114,대전광역시 동구 가양동
30110115,대전광역시 동구 용전동
30110116,대전광역시 동구 성남동
30110117,대전광역시 동구 홍도동
30110118,대전광역시 동구 삼성동
30110119,대전광역시 동구 정동
30110120,대전광역시 동구 중동
30110121,대전광역시 동구 추동
30110122,대전광역시 동구 비룡동
30110123,대전광역시 동구 주산동
30110124,대전광역시 동구 용계동
30110125,대전광역시 동구 마산동
30110126,대전광역시 동구 효평동
30110127,대전광역시 동구 직동
30110128,대전광역시 동구 세천동
30110129,대전광역시 동구 신상동
30110130,대전광역시 동구 신하동
30110131,대전광역시 동구 신촌동
30110132,대전광역시 동구 사성동
30110133,대전광역시 동구 내탑동
30110134,대전광역시 동구 오동
30110135,대전광역시 동구 주촌동
30110136,대전광역시 동구 낭월동
30110137,대전광역시 동구 대별동
30110138,대전광역시 동구 이사동
30110139,대전광역시 동구 대성동
30110140,대전광역시 동구 장척동
30110141,대전광역시 동구 소호동
30110142,대전광역시 동구 구도동
30110143,대전광역시 동구 삼괴동
30110144,대전광역시 동구 상소동
30110145,대전광역시 동구 하소동
30140101,대전광역시 중구 은행동
30140102,대전광역시 중구 선화동
30140103,대전광역시 중구 목동
30140104,대전광역시 중구 중촌동
30140105,대전광역시 중구 대흥동
30140106,대전광역시 중구 문창동
30140107,대전광역시 중구 석교동
30140108,대전광역시 중구 호동
30140109,대전광역시 중구 옥계동
30140110,대전광역시 중구 대사동
30140111,대전광역시 중구 부사동
30140112,대전광역시 중구 용두동
30140113,대전광역시 중구 오류동
30140114,대전광역시 중구 태평동
30140115,대전광역시 중구 유천동
30140116,대전광역시 중구 문화동
30140117,대전광역시 중구 산성동
30140118,대전광역시 중구 사정동
30140119,대전광역시 중구 안영동
30140120,대전광역시 중구 무수동
30140121,대전광역시 중구 구완동
30140122,대전광역시 중구 침산동
30140123,대전광역시 중구 목달동
30140124,대전광역시 중구 정생동
30140125,대전광역시 중구 어남동
30140126,대전광역시 중구 금동
30170101,대전광역시 서구 복수동
30170102,대전광역시 서구 변동
30170103,대전광역시 서구 도마동
30170104,대전광역시 서구 정림동
30170105,대전광역시 서구 용문동
30170106,대전광역시 서구 탄방동
30170108,대전광역시 서구 괴정동
30170109,대전광역시 서구 가장동
30170110,대전광역시 서구 내동
30170111,대전광역시 서구 갈마동
30170112,대전광역시 서구 둔산동
30170113,대전광역시 서구 월평동
30170114,대전광역시 서구 가수원동
30170115,대전광역시 서구 도안동
30170116,대전광역시 서구 관저동
30170117,대전광역시 서구 흑석동
30170118,대전광역시 서구 매노동
30170119,대전광역시 서구 산직동
30170120,대전광역시 서구 장안동
30170121,대전광역시 서구 평촌동
30170122,대전광역시 서구 오동
30170123,대전광역시 서구 우명동
30170124,대전광역시 서구 원정동
30170125,대전광역시 서구 용촌동
30170126,대전광역시 서구 봉곡동
30170127,대전광역시 서구 괴곡동
30170128,대전광역시 서구 만년동
30200101,대전광역시 유성구 원내동
30200102,대전광역시 유성구 교촌동
30200103,대전광역시 유성구 대정동
30200104,대전광역시 유성구 용계동
30200105,대전광역시 유성구 학하동
30200106,대전광역시 유성구 계산동
30200107,대전광역시 유성구 성북동
30200108,대전광역시 유성구 세동
30200109,대전광역시 유성구 송정동
30200110,대전광역시 유성구 방동
30200111,대전광역시 유성구 봉명동
30200112,대전광역시 유성구 구암동
30200113,대전광역시 유성구 덕명동
30200114,대전광역시 유성구 원신흥동
30200115,대전광역시 유성구 상대동
30200116,대전광역시 유성구 복용동
30200117,대전광역시 유성구 장대동
30200118,대전광역시 유성구 갑동
30200119,대전광역시 유성구 노은동
30200120,대전광역시 유성구 지족동
30200121,대전광역시 유성구 죽동
30200122,대전광역시 유성구 궁동
30200123,대전광역시 유성구 어은동
30200124,대전광역시 유성구 구성동
30200125,대전광역시 유성구 신성동
30200126,대전광역시 유성구 가정동
30200127,대전광역시 유성구 도룡동
30200128,대전광역시 유성구 장동
30200129,대전광역시 유성구 방현동
30200130,대전광역시 유성구 화암동
30200131,대전광역시 유성구 덕진동
30200132,대전광역시 유성구 하기동
30200133,대전광역시 유성구 추목동
30200134,대전광역시 유성구 자운동
30200135,대전광역시 유성구 신봉동
30200136,대전광역시 유성구 수남동
30200137,대전광역시 유성구 안산동
30200138,대전광역시 유성구 외삼동
30200139,대전광역시 유성구 반석동
30200140,대전광역시 유성구 문지동
30200141,대전광역시 유성구 전민동
30200142,대전광역시 유성구 원촌동
30200143,대전광역시 유성구 탑립동
30200144,대전광역시 유성구 용산동
30200145,대전광역시 유성구 봉산동
30200146,대전광역시 유성구 관평동
30200147,대전광역시 유성구 송강동
30200148,대전광역시 유성구 금고동
30200149,대전광역시 유성구 대동
30200150,대전광역시 유성구 금탄동
30200151,대전광역시 유성구 신동
30200152,대전광역시 유성구 둔곡동
30200153,대전광역시 유성구 구룡동
30230101,대전광역시 대덕구 오정동
30230102,대전광역시 대덕구 대화동
30230103,대전광역시 대덕구 읍내동
30230104,대전광역시 대덕구 연축동
30230105,대전광역시 대덕구 신대동
30230106,대전광역시 대덕구 와동
30230107,대전광역시 대덕구 송촌동
30230108,대전광역시 대덕구 법동
30230109,대전광역시 대덕구 중리동
30230110,대전광역시 대덕구 비래동
30230111,대전광역시 대덕구 석봉동
30230112,대전광역시 대덕구 목상동
30230113,대전광역시 대덕구 문평동
30230114,대전광역시 대덕구 신일동
30230115,대전광역시 대덕구 덕암동
30230116,대전광역시 대덕구 상서동
30230117,대전광역시 대덕구 평촌동
30230118,대전광역시 대덕구 장동
30230119,대전광역시 대덕구 용호동
30230120,대전광역시 대덕구 이현동
30230121,대전광역시 대덕구 갈전동
41480109,경기도 파주시 다율동
30230122,대전광역시 대덕구 부수동
30230123,대전광역시 대덕구 황호동
30230124,대전광역시 대덕구 삼정동
30230125,대전광역시 대덕구 미호동
30230126,대전광역시 대덕구 신탄진동
31110101,울산광역시 중구 학성동
31110102,울산광역시 중구 학산동
31110103,울산광역시 중구 복산동
31110104,울산광역시 중구 북정동
31110105,울산광역시 중구 옥교동
31110106,울산광역시 중구 성남동
31110107,울산광역시 중구 교동
31110108,울산광역시 중구 우정동
31110109,울산광역시 중구 성안동
31110110,울산광역시 중구 유곡동
31110111,울산광역시 중구 태화동
31110112,울산광역시 중구 다운동
31110113,울산광역시 중구 동동
31110114,울산광역시 중구 서동
31110115,울산광역시 중구 남외동
31110116,울산광역시 중구 장현동
31110117,울산광역시 중구 약사동
31110118,울산광역시 중구 반구동
31140101,울산광역시 남구 무거동
31140102,울산광역시 남구 옥동
31140103,울산광역시 남구 두왕동
31140104,울산광역시 남구 신정동
31140105,울산광역시 남구 달동
31140106,울산광역시 남구 삼산동
31140107,울산광역시 남구 여천동
31140108,울산광역시 남구 야음동
31140109,울산광역시 남구 선암동
31140110,울산광역시 남구 상개동
31140111,울산광역시 남구 부곡동
31140112,울산광역시 남구 고사동
31140113,울산광역시 남구 성암동
31140114,울산광역시 남구 황성동
31140115,울산광역시 남구 용연동
31140116,울산광역시 남구 남화동
31140117,울산광역시 남구 용잠동
31140118,울산광역시 남구 장생포동
31140119,울산광역시 남구 매암동
31170101,울산광역시 동구 방어동
31170102,울산광역시 동구 화정동
31170103,울산광역시 동구 일산동
31170104,울산광역시 동구 전하동
31170105,울산광역시 동구 미포동
31170106,울산광역시 동구 주전동
31170107,울산광역시 동구 동부동
31170108,울산광역시 동구 서부동
31200101,울산광역시 북구 창평동
31200102,울산광역시 북구 호계동
31200103,울산광역시 북구 매곡동
31200104,울산광역시 북구 가대동
31200105,울산광역시 북구 신천동
31200106,울산광역시 북구 중산동
31200107,울산광역시 북구 상안동
31200108,울산광역시 북구 천곡동
31200109,울산광역시 북구 달천동
31200110,울산광역시 북구 시례동
31200111,울산광역시 북구 무룡동
31200112,울산광역시 북구 구유동
31200113,울산광역시 북구 정자동
31200114,울산광역시 북구 신명동
31200115,울산광역시 북구 대안동
31200116,울산광역시 북구 당사동
31200117,울산광역시 북구 신현동
31200118,울산광역시 북구 산하동
31200119,울산광역시 북구 어물동
31200120,울산광역시 북구 명촌동
31200121,울산광역시 북구 진장동
31200122,울산광역시 북구 연암동
31200123,울산광역시 북구 효문동
31200124,울산광역시 북구 양정동
31200125,울산광역시 북구 화봉동
31200126,울산광역시 북구 송정동
31200127,울산광역시 북구 염포동
31710250,울산광역시 울주군 온산읍
31710253,울산광역시 울주군 언양읍
31710256,울산광역시 울주군 온양읍
31710259,울산광역시 울주군 범서읍
31710310,울산광역시 울주군 서생면
31710330,울산광역시 울주군 청량면
31710340,울산광역시 울주군 웅촌면
31710360,울산광역시 울주군 두동면
31710370,울산광역시 울주군 두서면
31710380,울산광역시 울주군 상북면
31710390,울산광역시 울주군 삼남면
31710400,울산광역시 울주군 삼동면
41111000,경기도 수원시 장안구
41113000,경기도 수원시 권선구
41115000,경기도 수원시 팔달구
41117000,경기도 수원시 영통구
41131000,경기도 성남시 수정구
41133000,경기도 성남시 중원구
41135000,경기도 성남시 분당구
41150101,경기도 의정부시 의정부동
41150102,경기도 의정부시 호원동
41150103,경기도 의정부시 장암동
41150104,경기도 의정부시 신곡동
41150105,경기도 의정부시 용현동
41150106,경기도 의정부시 민락동
41150107,경기도 의정부시 낙양동
41150108,경기도 의정부시 자일동
41150109,경기도 의정부시 금오동
41150110,경기도 의정부시 가능동
41150111,경기도 의정부시 녹양동
41150112,경기도 의정부시 고산동
41150113,경기도 의정부시 산곡동
41171000,경기도 안양시 만안구
41173000,경기도 안양시 동안구
41190101,경기도 부천시 원미동
41190102,경기도 부천시 심곡동
41190103,경기도 부천시 춘의동
41190104,경기도 부천시 도당동
41190105,경기도 부천시 약대동
41190106,경기도 부천시 소사동
41190107,경기도 부천시 역곡동
41190108,경기도 부천시 중동
41190109,경기도 부천시 상동
41190110,경기도 부천시 소사본동
41190111,경기도 부천시 심곡본동
41190112,경기도 부천시 범박동
41190113,경기도 부천시 괴안동
41190114,경기도 부천시 송내동
41190115,경기도 부천시 옥길동
41190116,경기도 부천시 계수동
41190117,경기도 부천시 오정동
41190118,경기도 부천시 여월동
41190119,경기도 부천시 작동
41190120,경기도 부천시 원종동
41190121,경기도 부천시 고강동
41190122,경기도 부천시 대장동
41190123,경기도 부천시 삼정동
41190124,경기도 부천시 내동
41210101,경기도 광명시 광명동
41210102,경기도 광명시 철산동
41210103,경기도 광명시 하안동
41210104,경기도 광명시 소하동
41210105,경기도 광명시 노온사동
41210106,경기도 광명시 일직동
41210107,경기도 광명시 가학동
41210108,경기도 광명시 옥길동
41220101,경기도 평택시 서정동
41220102,경기도 평택시 장당동
41220103,경기도 평택시 모곡동
41220104,경기도 평택시 칠괴동
41220105,경기도 평택시 칠원동
41220106,경기도 평택시 도일동
41220107,경기도 평택시 가재동
41220108,경기도 평택시 장안동
41220109,경기도 평택시 이충동
41220110,경기도 평택시 지산동
41220111,경기도 평택시 독곡동
41220112,경기도 평택시 신장동
41220113,경기도 평택시 평택동
41220114,경기도 평택시 통복동
41220115,경기도 평택시 군문동
41220116,경기도 평택시 유천동
41220117,경기도 평택시 합정동
41220118,경기도 평택시 비전동
41220119,경기도 평택시 동삭동
41220120,경기도 평택시 세교동
41220121,경기도 평택시 지제동
41220122,경기도 평택시 신대동
41220123,경기도 평택시 소사동
41220124,경기도 평택시 용이동
41220125,경기도 평택시 월곡동
41220126,경기도 평택시 청룡동
41220127,경기도 평택시 죽백동
41220250,경기도 평택시 팽성읍
41220253,경기도 평택시 안중읍
41220256,경기도 평택시 포승읍
41220259,경기도 평택시 청북읍
41220310,경기도 평택시 진위면
41220320,경기도 평택시 서탄면
41220330,경기도 평택시 고덕면
41220340,경기도 평택시 오성면
41220370,경기도 평택시 현덕면
41250101,경기도 동두천시 송내동
41250102,경기도 동두천시 지행동
41250103,경기도 동두천시 생연동
41250104,경기도 동두천시 광암동
41250105,경기도 동두천시 걸산동
41250106,경기도 동두천시 보산동
41250107,경기도 동두천시 동두천동
41250108,경기도 동두천시 안흥동
41250109,경기도 동두천시 상봉암동
41250110,경기도 동두천시 하봉암동
41250111,경기도 동두천시 탑동동
41250112,경기도 동두천시 상패동
41271000,경기도 안산시 상록구
41273000,경기도 안산시 단원구
41281000,경기도 고양시 덕양구
41285000,경기도 고양시 일산동구
41287000,경기도 고양시 일산서구
41290101,경기도 과천시 관문동
41290102,경기도 과천시 문원동
41290103,경기도 과천시 갈현동
41290104,경기도 과천시 막계동
41290105,경기도 과천시 과천동
41290106,경기도 과천시 주암동
41290107,경기도 과천시 중앙동
41290108,경기도 과천시 원문동
41290109,경기도 과천시 별양동
41290110,경기도 과천시 부림동
41310101,경기도 구리시 갈매동
41310102,경기도 구리시 사노동
41310103,경기도 구리시 인창동
41310104,경기도 구리시 교문동
41310105,경기도 구리시 수택동
41310106,경기도 구리시 아천동
41310107,경기도 구리시 토평동
41360101,경기도 남양주시 호평동
41360102,경기도 남양주시 평내동
41360103,경기도 남양주시 금곡동
41360104,경기도 남양주시 일패동
41360105,경기도 남양주시 이패동
41360106,경기도 남양주시 삼패동
41360108,경기도 남양주시 수석동
41360109,경기도 남양주시 지금동
41360110,경기도 남양주시 도농동
41360111,경기도 남양주시 별내동
41360112,경기도 남양주시 다산동
41360250,경기도 남양주시 와부읍
41360253,경기도 남양주시 진접읍
41360256,경기도 남양주시 화도읍
41360259,경기도 남양주시 진건읍
41360262,경기도 남양주시 오남읍
41360310,경기도 남양주시 별내면
41360340,경기도 남양주시 수동면
41360360,경기도 남양주시 조안면
41360370,경기도 남양주시 퇴계원면
41370101,경기도 오산시 오산동
41370102,경기도 오산시 부산동
41370103,경기도 오산시 원동
41370104,경기도 오산시 궐동
41370105,경기도 오산시 청학동
41370106,경기도 오산시 가장동
41370107,경기도 오산시 금암동
41370108,경기도 오산시 수청동
41370109,경기도 오산시 은계동
41370110,경기도 오산시 내삼미동
41370111,경기도 오산시 외삼미동
41370112,경기도 오산시 양산동
41370113,경기도 오산시 세교동
41370114,경기도 오산시 지곶동
41370115,경기도 오산시 서랑동
41370116,경기도 오산시 서동
41370117,경기도 오산시 벌음동
41370118,경기도 오산시 두곡동
41370119,경기도 오산시 탑동
41370120,경기도 오산시 누읍동
41370121,경기도 오산시 가수동
41370122,경기도 오산시 고현동
41370123,경기도 오산시 청호동
41370124,경기도 오산시 갈곶동
41390101,경기도 시흥시 대야동
41390102,경기도 시흥시 신천동
41390103,경기도 시흥시 방산동
41390104,경기도 시흥시 포동
41390105,경기도 시흥시 미산동
41390106,경기도 시흥시 은행동
41390107,경기도 시흥시 안현동
41390108,경기도 시흥시 매화동
41390109,경기도 시흥시 도창동
41390110,경기도 시흥시 금이동
41390112,경기도 시흥시 과림동
41390113,경기도 시흥시 계수동
41390117,경기도 시흥시 화정동
41390118,경기도 시흥시 능곡동
41390119,경기도 시흥시 하중동
41390120,경기도 시흥시 하상동
41390121,경기도 시흥시 광석동
41390122,경기도 시흥시 물왕동
41390123,경기도 시흥시 산현동
41390124,경기도 시흥시 조남동
41390125,경기도 시흥시 논곡동
41390126,경기도 시흥시 목감동
41390127,경기도 시흥시 거모동
41390128,경기도 시흥시 군자동
41390129,경기도 시흥시 장현동
41390130,경기도 시흥시 장곡동
41390131,경기도 시흥시 월곶동
41390132,경기도 시흥시 정왕동
41390133,경기도 시흥시 죽율동
41390134,경기도 시흥시 무지내동
41410101,경기도 군포시 당동
41410102,경기도 군포시 당정동
41410103,경기도 군포시 부곡동
41410104,경기도 군포시 산본동
41410105,경기도 군포시 금정동
41410106,경기도 군포시 둔대동
41410107,경기도 군포시 속달동
41410108,경기도 군포시 대야미동
41410109,경기도 군포시 도마교동
41430101,경기도 의왕시 고천동
41430102,경기도 의왕시 이동
41430103,경기도 의왕시 삼동
41430104,경기도 의왕시 왕곡동
41430105,경기도 의왕시 오전동
41430106,경기도 의왕시 학의동
41430107,경기도 의왕시 내손동
41430108,경기도 의왕시 청계동
41430109,경기도 의왕시 포일동
41430110,경기도 의왕시 월암동
41430111,경기도 의왕시 초평동
41450101,경기도 하남시 천현동
41450102,경기도 하남시 하산곡동
41450103,경기도 하남시 창우동
41450104,경기도 하남시 배알미동
41450105,경기도 하남시 상산곡동
41450106,경기도 하남시 신장동
41450107,경기도 하남시 당정동
41450108,경기도 하남시 덕풍동
41450109,경기도 하남시 망월동
41450110,경기도 하남시 풍산동
41450111,경기도 하남시 미사동
41450112,경기도 하남시 선동
41450113,경기도 하남시 감북동
41450114,경기도 하남시 감일동
41450115,경기도 하남시 감이동
41450116,경기도 하남시 학암동
41450117,경기도 하남시 교산동
41450118,경기도 하남시 춘궁동
41450119,경기도 하남시 하사창동
41450120,경기도 하남시 상사창동
41450121,경기도 하남시 항동
41450122,경기도 하남시 초일동
41450123,경기도 하남시 초이동
41450124,경기도 하남시 광암동
41461000,경기도 용인시 처인구
41463000,경기도 용인시 기흥구
41465000,경기도 용인시 수지구
41480101,경기도 파주시 금촌동
41480102,경기도 파주시 아동동
41480104,경기도 파주시 야동동
41480105,경기도 파주시 검산동
41480106,경기도 파주시 맥금동
41480107,경기도 파주시 교하동
41480108,경기도 파주시 야당동
41480110,경기도 파주시 오도동
41480111,경기도 파주시 상지석동
41480112,경기도 파주시 산남동
41480113,경기도 파주시 동패동
41480114,경기도 파주시 당하동
41480115,경기도 파주시 문발동
41480116,경기도 파주시 송촌동
41480117,경기도 파주시 목동동
41480118,경기도 파주시 하지석동
41480119,경기도 파주시 서패동
41480120,경기도 파주시 신촌동
41480121,경기도 파주시 연다산동
41480122,경기도 파주시 와동동
41480123,경기도 파주시 금릉동
41480250,경기도 파주시 문산읍
41480253,경기도 파주시 파주읍
41480256,경기도 파주시 법원읍
41480262,경기도 파주시 조리읍
41480310,경기도 파주시 월롱면
41480320,경기도 파주시 탄현면
41480350,경기도 파주시 광탄면
41480360,경기도 파주시 파평면
41480370,경기도 파주시 적성면
41480380,경기도 파주시 군내면
41480390,경기도 파주시 장단면
41480400,경기도 파주시 진동면
41480410,경기도 파주시 진서면
41500101,경기도 이천시 창전동
41500102,경기도 이천시 관고동
41500103,경기도 이천시 중리동
41500104,경기도 이천시 증일동
41500105,경기도 이천시 율현동
41500106,경기도 이천시 진리동
41500107,경기도 이천시 안흥동
41500108,경기도 이천시 갈산동
41500109,경기도 이천시 증포동
41500110,경기도 이천시 송정동
41500111,경기도 이천시 사음동
41500112,경기도 이천시 단월동
41500113,경기도 이천시 대포동
41500114,경기도 이천시 고담동
41500115,경기도 이천시 장록동
41500250,경기도 이천시 장호원읍
41500253,경기도 이천시 부발읍
41500310,경기도 이천시 신둔면
41500320,경기도 이천시 백사면
41500330,경기도 이천시 호법면
41500340,경기도 이천시 마장면
41500350,경기도 이천시 대월면
41500360,경기도 이천시 모가면
41500370,경기도 이천시 설성면
41500380,경기도 이천시 율면
41550101,경기도 안성시 봉산동
41550102,경기도 안성시 숭인동
41550103,경기도 안성시 영동
41550104,경기도 안성시 봉남동
41550105,경기도 안성시 구포동
41550106,경기도 안성시 동본동
41550107,경기도 안성시 명륜동
41550108,경기도 안성시 옥천동
41550109,경기도 안성시 낙원동
41550110,경기도 안성시 창전동
41550111,경기도 안성시 성남동
41550112,경기도 안성시 신흥동
41550113,경기도 안성시 인지동
41550114,경기도 안성시 금산동
41550115,경기도 안성시 연지동
41550116,경기도 안성시 대천동
41550117,경기도 안성시 서인동
41550118,경기도 안성시 석정동
41550119,경기도 안성시 아양동
41550120,경기도 안성시 금석동
41550121,경기도 안성시 계동
41550122,경기도 안성시 옥산동
41550123,경기도 안성시 사곡동
41550124,경기도 안성시 도기동
41550125,경기도 안성시 당왕동
41550126,경기도 안성시 가사동
41550127,경기도 안성시 가현동
41550128,경기도 안성시 신건지동
41550129,경기도 안성시 신소현동
41550130,경기도 안성시 신모산동
41550131,경기도 안성시 현수동
41550132,경기도 안성시 발화동
41550133,경기도 안성시 중리동
41550250,경기도 안성시 공도읍
41550310,경기도 안성시 보개면
41550320,경기도 안성시 금광면
41550330,경기도 안성시 서운면
41550340,경기도 안성시 미양면
41550350,경기도 안성시 대덕면
41550360,경기도 안성시 양성면
41550380,경기도 안성시 원곡면
41550390,경기도 안성시 일죽면
41550400,경기도 안성시 죽산면
41550410,경기도 안성시 삼죽면
41550420,경기도 안성시 고삼면
41570101,경기도 김포시 북변동
41570102,경기도 김포시 걸포동
